,trimer_smiles,smiles_monomer,job_hash,md_density_trimer,md_rg_trimer,md_rg_trimer_norm,md_hov_trimer,md_hov_trimer_norm,md_heat_capacity_liquid,md_heat_capacity_liquid_norm,md_heat_capacity_gas,md_heat_capacity_gas_norm,md_excess_heat_capacity_trimer,md_avg_max_heavy_atom_dist,md_avg_max_heavy_atom_dist_norm,md_avg_variance,md_avg_auc_fit_at_zero_cross,md_average_lifetime_ps,total_bonds_analyzed,md_avg_hbonds_per_frame,md_avg_hbonds_per_frame_norm,rdf_Br-Br,rdf_Br-C,rdf_Br-O,rdf_C-C,rdf_C-Cl,rdf_C-F,rdf_C-N,rdf_C-O,rdf_C-P,rdf_C-S,rdf_Cl-Cl,rdf_Cl-N,rdf_Cl-O,rdf_F-F,rdf_F-N,rdf_F-O,rdf_N-N,rdf_N-O,rdf_N-P,rdf_N-S,rdf_O-O,rdf_O-P,rdf_O-S,rdf_S-S,trimer_MW,trimer_num_atoms,replicate_structure,distribution,smiles_polymer,mechanism
561,Nc1ccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc(NNc6ccc(Oc7ccc(-c8ccc(-c9ccc(Oc%10ccc(NC(=O)c%11ccc(C(c%12ccc(C(=O)O)c(C(=O)O)c%12)(C(F)(F)F)C(F)(F)F)cc%11C(=O)Nc%11ccc(Oc%12ccc(-c%13ccc(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc(C(c%17ccc(C(=O)O)c(C(=O)O)c%17)(C(F)(F)F)C(F)(F)F)cc%16C(=O)C(=O)c%16ccc(C(c%17ccc(C(=O)O)c(C(=O)O)c%17)(C(F)(F)F)C(F)(F)F)cc%16C(=O)O)cc%15)c(C(F)(F)F)c%14)cc%13)cc%12C(F)(F)F)cc%11)cc%10)c(C(F)(F)F)c9)cc8)cc7C(F)(F)F)cc6)cc5)c(C(F)(F)F)c4)cc3)cc2C(F)(F)F)cc1,O=C(O)c1ccc(C(c2ccc(C(=O)O)c(C(=O)O)c2)(C(F)(F)F)C(F)(F)F)cc1C(=O)O.Nc1ccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc(N)cc5)c(C(F)(F)F)c4)cc3)cc2C(F)(F)F)cc1,60d3663a5b09c13cc7f96e4929c10bed,1.338031,12.652599999999982,0.0575118181818181,129.783016,0.5899228,2.434239999999984,0.0110647272727272,1.79247399999998,0.008147609090909,0.641766,39.8374,0.1810790909090909,109781.7,6.148671,13.43,617980.0,41.49999999999999,0.1886363636363636,,,,0.363666,,0.705461,0.685406,0.689624,,,,,,1.054,0.822166,0.904263,1.224744,1.245346,,,1.20933,,,,3090.5067781719995,220,0,,Nc1ccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc(NNc6ccc(Oc7ccc(-c8ccc(-c9ccc(Oc%10ccc(NC(=O)c%11ccc(C(c%12ccc(C(=O)O)c(C(=O)O)c%12)(C(F)(F)F)C(F)(F)F)cc%11C(=O)Nc%11ccc(Oc%12ccc(-c%13ccc(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc(C(c%17ccc(C(=O)O)c(C(=O)O)c%17)(C(F)(F)F)C(F)(F)F)cc%16C(=O)C(=O)c%16ccc(C(c%17ccc(C(=O)O)c(C(=O)O)c%17)(C(F)(F)F)C(F)(F)F)cc%16C(=O)O)cc%15)c(C(F)(F)F)c%14)cc%13)cc%12C(F)(F)F)cc%11)cc%10)c(C(F)(F)F)c9)cc8)cc7C(F)(F)F)cc6)cc5)c(C(F)(F)F)c4)cc3)cc2C(F)(F)F)cc1,todo
562,Nc1cccc(C(=O)c2ccc(Oc3ccc(Oc4ccc(Cc5cccc(NNc6cccc(Cc7ccc(Oc8ccc(Oc9ccc(C(=O)c%10cccc(NC(=O)CCCCCCCCC(=O)Nc%11cccc(Cc%12ccc(Oc%13ccc(Oc%14ccc(C(=O)c%15cccc(NC(=O)CCCCCCCCC(=O)C(=O)CCCCCCCCC(=O)O)c%15)cc%14)cc%13)cc%12)c%11)c%10)cc9)cc8)cc7)c6)c5)cc4)cc3)cc2)c1,O=C(O)CCCCCCCCC(=O)O.Nc1cccc(Cc2ccc(Oc3ccc(Oc4ccc(C(=O)c5cccc(N)c5)cc4)cc3)cc2)c1,999af533b07666ca1cdc9c08591d44c9,1.156098,9.115599999999986,0.0615918918918918,113.625495,0.7677398310810811,1.8435829999999864,0.0124566418918918,1.4753569999999885,0.0099686283783783,0.368226,29.243999999999986,0.1975945945945945,131382.1,4.896248,13.66,140093.0,9.569999999999991,0.0646621621621621,,,,0.442211,,,0.607792,0.668119,,,,,,,,,1.000574,0.972319,,,0.847748,,,,1974.891731824,148,0,,Nc1cccc(C(=O)c2ccc(Oc3ccc(Oc4ccc(Cc5cccc(NNc6cccc(Cc7ccc(Oc8ccc(Oc9ccc(C(=O)c%10cccc(NC(=O)CCCCCCCCC(=O)Nc%11cccc(Cc%12ccc(Oc%13ccc(Oc%14ccc(C(=O)c%15cccc(NC(=O)CCCCCCCCC(=O)C(=O)CCCCCCCCC(=O)O)c%15)cc%14)cc%13)cc%12)c%11)c%10)cc9)cc8)cc7)c6)c5)cc4)cc3)cc2)c1,todo
563,O=C(O)CCCC(=O)C(=O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCOOCCCCCCCCCCO,O=C(O)CCCC(=O)O.OCCCCCCCCCCO,06873b6187138ee4d87410a7d585d6b8,1.041819,7.345400000000001,0.1266448275862069,71.453366,1.2319545862068966,1.195226999999999,0.0206073620689655,0.822871999999996,0.014187448275862,0.372355,22.8305,0.3936293103448276,135524.2,5.293265,22.26,259738.0,28.9,0.4982758620689655,,,,0.462566,,,,0.804533,,,,,,,,,,,,,1.072115,,,,828.5598926199999,58,0,,O=C(O)CCCC(=O)C(=O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCOOCCCCCCCCCCO,todo
564,C=C(C[C@H](CCC(=O)Oc1ccccc1Cl)C(=O)Oc1ccccc1Cl)C(=O)Oc1ccccc1Cl,C=CC(=O)Oc1ccccc1Cl,45ae08e2f8703f0483b6dcb0614b657c,1.315835,4.966099999999999,0.1379472222222222,50.072944,1.390915111111111,0.3906459999999971,0.0108512777777777,0.3019209999999984,0.0083866944444444,0.088725,16.2669,0.4518583333333333,105067.0,5.022906,0.0,0.0,0.0,0.0,,,,0.614237,0.937022,,,0.652766,,,1.170387,,0.814914,,,,,,,,0.644024,,,,546.0403714319999,36,0,,C=C(C[C@H](CCC(=O)Oc1ccccc1Cl)C(=O)Oc1ccccc1Cl)C(=O)Oc1ccccc1Cl,todo
565,C=C(C[C@@H](CCc1cc(Br)ccc1OCCC)c1cc(Br)ccc1OCCC)c1cc(Br)ccc1OCCC,C=Cc1cc(Br)ccc1OCCC,91ef37153639096f267614e9a81ac763,1.385169,5.069499999999996,0.1299871794871794,46.523594,1.1929126666666667,0.5220279999999987,0.0133853333333333,0.4090859999999994,0.0104893846153846,0.112942,14.2005,0.3641153846153846,109281.0,5.958691,0.0,0.0,0.0,0.0,1.519427,0.86915,0.494502,0.489639,,,,0.376411,,,,,,,,,,,,,0.252324,,,,720.0449314079999,39,0,,C=C(C[C@@H](CCc1cc(Br)ccc1OCCC)c1cc(Br)ccc1OCCC)c1cc(Br)ccc1OCCC,todo
566,CCCCCCCCC[C@H](CC(=O)O)OO[C@@H](CCCCCCC)CC(=O)O[C@@H](CCCCCCCCC)CC(=O)O[C@@H](CCCCCCC)CC(=O)O[C@H](CCCCCCCCC)CC(=O)C(=O)C[C@@H](O)CCCCCCC,CCCCCCCC(O)CC(=O)O.CCCCCCCCCC(O)CC(=O)O,e9660b1aa810eb8e784d5d1cfe6c801b,0.967887,7.273099999999999,0.0920645569620253,74.139577,0.9384756582278482,1.2741149999999963,0.0161280379746835,1.135005999999998,0.014367164556962,0.139109,26.066799999999997,0.329959493670886,129710.1,5.443534,23.8,84078.0,10.009999999999996,0.1267088607594936,,,,0.37006,,,,0.512355,,,,,,,,,,,,,0.696652,,,,1122.8885439640003,79,0,,CCCCCCCCC[C@H](CC(=O)O)OO[C@@H](CCCCCCC)CC(=O)O[C@@H](CCCCCCCCC)CC(=O)O[C@@H](CCCCCCC)CC(=O)O[C@H](CCCCCCCCC)CC(=O)C(=O)C[C@@H](O)CCCCCCC,todo
567,Nc1ccc(Oc2ccc(Oc3ccc(NNc4ccc(Oc5ccc(Oc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9cccc(Oc%10ccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(Oc%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)N(c%16ccc(Oc%18cccc(Oc%19ccc(N%20C(=O)c%21ccc(C(=O)C(=O)c%22ccc%23c(c%22)C(=O)N(c%22ccc(Oc%24cccc(Oc%25ccc(N%26C(=O)c%27ccc(C(=O)O)cc%27C%26=O)cc%25)c%24)cc%22)C%23=O)cc%21C%20=O)cc%19)c%18)cc%16)C%17=O)cc%15)c%15ccccc%14%15)cc%13)cc%12C%11=O)cc%10)c9)cc7)C8=O)cc6)c6ccccc56)cc4)cc3)c3ccccc23)cc1,Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)c3ccccc23)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)cc4)c3)cc1)C2=O,cdbcaeae28f1bfb0e633fc866d323fad,1.268417,14.136699999999989,0.0651460829493087,152.263492,0.7016750783410138,1.9655169999999849,0.0090576820276497,1.7965889999999956,0.0082792119815668,0.168928,44.48309999999999,0.2049912442396313,126189.9,5.872608,13.18,166846.0,10.989999999999982,0.0506451612903225,,,,0.562802,,,0.57739,0.777691,,,,,,,,,0.599956,0.785743,,,0.964856,,,,2856.693044548,217,0,,Nc1ccc(Oc2ccc(Oc3ccc(NNc4ccc(Oc5ccc(Oc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9cccc(Oc%10ccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(Oc%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)N(c%16ccc(Oc%18cccc(Oc%19ccc(N%20C(=O)c%21ccc(C(=O)C(=O)c%22ccc%23c(c%22)C(=O)N(c%22ccc(Oc%24cccc(Oc%25ccc(N%26C(=O)c%27ccc(C(=O)O)cc%27C%26=O)cc%25)c%24)cc%22)C%23=O)cc%21C%20=O)cc%19)c%18)cc%16)C%17=O)cc%15)c%15ccccc%14%15)cc%13)cc%12C%11=O)cc%10)c9)cc7)C8=O)cc6)c6ccccc56)cc4)cc3)c3ccccc23)cc1,todo
568,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(c7cccc(Oc9ccc(S(=O)(=O)c%10ccc(Oc%11cccc(N%12C(=O)c%13ccc(C(=O)c%14ccc%15c(c%14)C(=O)N(c%14cccc(Oc%16ccc(S(=O)(=O)c%17ccc(Oc%18cccc(N%19C(=O)c%20ccc(C(=O)c%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)c%18)cc%17)cc%16)c%14)C%15=O)cc%13C%12=O)c%11)cc%10)cc9)c7)C8=O)cc6C5=O)c4)cc3)cc2)c1,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O.Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,50d500c9c5f6301d5b9d35dda0f14246,1.292086,10.845,0.06778125,120.969732,0.7560608249999999,1.352,0.00845,1.272198,0.0079512375,0.079802,34.152,0.21345,120616.2,5.728161,14.76,225673.0,16.66,0.104125,,,,0.534778,,,0.498925,0.851845,,0.420292,,,,,,,0.452954,0.715752,,0.436597,0.97152,,0.339433,0.028793,2172.324368535999,160,0,,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(c7cccc(Oc9ccc(S(=O)(=O)c%10ccc(Oc%11cccc(N%12C(=O)c%13ccc(C(=O)c%14ccc%15c(c%14)C(=O)N(c%14cccc(Oc%16ccc(S(=O)(=O)c%17ccc(Oc%18cccc(N%19C(=O)c%20ccc(C(=O)c%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)c%18)cc%17)cc%16)c%14)C%15=O)cc%13C%12=O)c%11)cc%10)cc9)c7)C8=O)cc6C5=O)c4)cc3)cc2)c1,todo
569,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cn%12)cc%10)C%11=O)cc9C8=O)cn7)cc5)C6=O)cc4C3=O)cc2)nc1,Nc1ccc(-c2ccc(N)cn2)cc1.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,a29329316e0b6ce0079a610da4ededdb,1.314167,13.26939999999999,0.121737614678899,157.41969,1.4442173394495412,1.1734449999999894,0.0107655504587155,0.8319749999999985,0.0076327981651376,0.341469,40.4927,0.3714926605504587,125031.7,6.061262,13.25,428647.0,28.399999999999995,0.2605504587155963,,,,0.726653,,,0.771044,1.106051,,,,,,,,,0.677126,1.05873,,,1.478293,,,,1431.2671262319996,109,0,,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cn%12)cc%10)C%11=O)cc9C8=O)cn7)cc5)C6=O)cc4C3=O)cc2)nc1,todo
570,C=C(CCCCCC)C[C@H](CCCCCC)C[C@H](CCCC)C[C@H](CCCCCC)C[C@H](CCCC)CCCCCC,C=C.C=CCCCC,3ac9cdddd3c523825d639276459b23a6,0.824841,5.722799999999998,0.1362571428571428,40.24514800000001,0.9582178095238096,1.0598579999999964,0.0252347142857142,0.6373409999999994,0.0151747857142857,0.422517,19.3336,0.4603238095238095,122931.8,5.384301,0.0,0.0,0.0,0.0,,,,0.360161,,,,,,,,,,,,,,,,,,,,,588.657302688,42,0,,C=C(CCCCCC)C[C@H](CCCCCC)C[C@H](CCCC)C[C@H](CCCCCC)C[C@H](CCCC)CCCCCC,todo
571,C=C(C[C@H](CCOCC)OCC)OCC,C=COCC,655bbc92c534ccbac49d6d7f67487083,0.921284,3.336099999999999,0.2224066666666666,21.769511,1.4513007333333334,0.2225839999999995,0.0148389333333333,0.180087,0.0120058,0.042497,10.9393,0.7292866666666666,108868.6,4.754112,0.0,0.0,0.0,0.0,,,,0.670141,,,,0.564261,,,,,,,,,,,,,0.252665,,,,216.172544628,15,0,,C=C(C[C@H](CCOCC)OCC)OCC,todo
572,Nc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(N6C(=O)c7ccc(-c8ccc9c(c8)C(=O)N(c8ccc(N%10C(=O)c%11ccc(-c%12ccc%13c(c%12)C(=O)OC%13=O)cc%11C%10=O)cc8)C9=O)cc7C6=O)cc4)C5=O)cc3C2=O)cc1,Nc1ccc(N)cc1.O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,05321213f006a1368fa81643358770aa,1.339123,12.243299999999994,0.1440388235294117,138.743174,1.6322726352941177,0.7087549999999949,0.008338294117647,0.6386699999999955,0.0075137647058823,0.070085,38.1098,0.4483505882352941,129884.5,6.235997,12.83,439913.0,28.21999999999999,0.3319999999999999,,,,0.714195,,,0.6894,1.121262,,,,,,,,,0.584613,0.960446,,,1.460495,,,,1116.202735084,85,0,,Nc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(N6C(=O)c7ccc(-c8ccc9c(c8)C(=O)N(c8ccc(N%10C(=O)c%11ccc(-c%12ccc%13c(c%12)C(=O)OC%13=O)cc%11C%10=O)cc8)C9=O)cc7C6=O)cc4)C5=O)cc3C2=O)cc1,todo
573,O=C(O)CCCCCCCCC(=O)C(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOOCCCCCCO,OCCCCCCO.O=C(O)CCCCCCCCC(=O)O,05a9ed7352b05b44de524febdad3e941,1.031315,7.525799999999995,0.1233737704918032,73.81093199999998,1.2100152786885243,0.9871729999999982,0.0161831639344262,0.8549859999999981,0.0140161639344262,0.132187,23.467,0.3847049180327869,134550.6,5.324064,23.09,250827.0,28.96,0.4747540983606557,,,,0.439502,,,,0.795373,,,,,,,,,,,,,0.984783,,,,870.6068428120001,61,0,,O=C(O)CCCCCCCCC(=O)C(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOOCCCCCCO,todo
574,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(N%13C(=O)c%14ccc(C(c%15ccc%16c(c%15)C(=O)OC%16=O)(C(F)(F)F)C(F)(F)F)cc%14C%13=O)c(O)c%12)cc%10O)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)c(O)c7)cc5O)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)c2)cc1O,Nc1ccc(-c2ccc(N)c(O)c2)cc1O.O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,8ba8d18fea8db348e964867a6b6dfb99,1.368407,11.303999999999997,0.0831176470588235,137.423423,1.0104663455882354,1.294618,0.00951925,1.0194809999999983,0.0074961838235294,0.275137,33.0094,0.2427161764705882,113255.8,6.215825,15.39,1290161.0,99.29,0.7300735294117647,,,,0.461181,,0.742004,0.532742,0.965476,,,,,,0.690374,0.761031,1.322797,0.74779,1.057496,,,1.434245,,,,1890.237381148,136,0,,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(N%13C(=O)c%14ccc(C(c%15ccc%16c(c%15)C(=O)OC%16=O)(C(F)(F)F)C(F)(F)F)cc%14C%13=O)c(O)c%12)cc%10O)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)c(O)c7)cc5O)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)c2)cc1O,todo
575,NCCCCCCCCNNCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCCCCC(=O)C(=O)CCCCCCCCC(=O)O,NCCCCCCCCN.O=C(O)CCCCCCCCC(=O)O,a7b0e3923879f08a59a634172ae50398,0.998814,7.264399999999998,0.1084238805970149,70.130343,1.0467215373134329,1.3541339999999935,0.0202109552238805,0.9306619999999934,0.0138904776119402,0.423472,22.9135,0.3419925373134328,141367.1,5.276658,13.91,570683.0,39.7,0.5925373134328359,,,,0.409372,,,0.587624,0.920979,,,,,,,,,1.183795,1.630033,,,1.164117,,,,948.796649668,67,0,,NCCCCCCCCNNCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCCCCC(=O)C(=O)CCCCCCCCC(=O)O,todo
576,CC1(C)C[C@@](C)(c2ccc(C(=O)C(=O)c3ccc4c(c3)C(C)(C)C[C@]4(C)c3ccc(C(=O)Nc4cccc5c(NC(=O)c6ccc7c(c6)C(C)(C)C[C@]7(C)c6ccc(C(=O)Nc7cccc8c(NNc9cccc%10c(N)cccc9%10)cccc78)cc6)cccc45)cc3)cc2)c2ccc(C(=O)O)cc21,Nc1cccc2c(N)cccc12.CC1(C)CC(C)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc21,1cf3bb9a08201f1263b4545c8906e5c8,1.149726,9.526999999999992,0.0924951456310679,91.630785,0.8896192718446603,1.1211569999999973,0.0108850194174757,0.9601599999999983,0.0093219417475728,0.160997,29.7568,0.2889009708737864,133451.3,5.124249,13.86,198903.0,13.779999999999989,0.1337864077669902,,,,0.449216,,,0.609479,0.926554,,,,,,,,,0.848332,1.287166,,,1.610232,,,,1356.6088489,103,0,,CC1(C)C[C@@](C)(c2ccc(C(=O)C(=O)c3ccc4c(c3)C(C)(C)C[C@]4(C)c3ccc(C(=O)Nc4cccc5c(NC(=O)c6ccc7c(c6)C(C)(C)C[C@]7(C)c6ccc(C(=O)Nc7cccc8c(NNc9cccc%10c(N)cccc9%10)cccc78)cc6)cccc45)cc3)cc2)c2ccc(C(=O)O)cc21,todo
577,Nc1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc7c(c5)Cc5cc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc%12c(c%10)Cc%10cc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)ccc%10-%12)C%11=O)cc9C8=O)ccc5-7)C6=O)cc4C3=O)ccc1-2,Nc1ccc2c(c1)Cc1cc(N)ccc1-2.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,d3c0a3fb4a536cd21837feb6b77bd039,1.283409,12.461299999999994,0.1112616071428571,127.951416,1.142423357142857,0.962645999999992,0.0085950535714285,0.8659189999999952,0.0077314196428571,0.096727,37.43729999999999,0.3342616071428571,123494.4,6.003177,13.04,335919.0,21.88999999999999,0.1954464285714285,,,,0.671019,,,0.636624,1.066457,,,,,,,,,0.569807,0.94433,,,1.345066,,,,1464.2813793279995,112,0,,Nc1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc7c(c5)Cc5cc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc%12c(c%10)Cc%10cc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)ccc%10-%12)C%11=O)cc9C8=O)ccc5-7)C6=O)cc4C3=O)ccc1-2,todo
578,Nc1ccc(-c2ccc(Oc3ccc(Oc4ccc(-c5ccc(NNc6ccc(-c7ccc(Oc8ccc(Oc9ccc(-c%10ccc(NC(=O)c%11cc(C(=O)O)c(C(=O)O)cc%11C(=O)Nc%11ccc(-c%12ccc(Oc%13ccc(Oc%14ccc(-c%15ccc(NC(=O)c%16cc(C(=O)O)c(C(=O)O)cc%16C(=O)C(=O)c%16cc(C(=O)O)c(C(=O)O)cc%16C(=O)O)cc%15)cc%14C(F)(F)F)cc%13)c(C(F)(F)F)c%12)cc%11)cc%10)cc9C(F)(F)F)cc8)c(C(F)(F)F)c7)cc6)cc5)cc4C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O.Nc1ccc(-c2ccc(Oc3ccc(Oc4ccc(-c5ccc(N)cc5)cc4C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,9ac47a3b7e9e2f545383175b6fc83668,1.315319,12.581599999999993,0.0718948571428571,123.737591,0.7070719485714285,1.8733419999999952,0.0107048114285714,1.40897099999999,0.0080512628571428,0.46437,38.4447,0.219684,113309.7,6.089263,14.59,739236.0,53.90999999999999,0.3080571428571428,,,,0.484582,,0.836804,0.672108,0.837981,,,,,,1.493748,0.941679,1.077324,0.986413,1.213109,,,1.183762,,,,2412.4416198279987,175,0,,Nc1ccc(-c2ccc(Oc3ccc(Oc4ccc(-c5ccc(NNc6ccc(-c7ccc(Oc8ccc(Oc9ccc(-c%10ccc(NC(=O)c%11cc(C(=O)O)c(C(=O)O)cc%11C(=O)Nc%11ccc(-c%12ccc(Oc%13ccc(Oc%14ccc(-c%15ccc(NC(=O)c%16cc(C(=O)O)c(C(=O)O)cc%16C(=O)C(=O)c%16cc(C(=O)O)c(C(=O)O)cc%16C(=O)O)cc%15)cc%14C(F)(F)F)cc%13)c(C(F)(F)F)c%12)cc%11)cc%10)cc9C(F)(F)F)cc8)c(C(F)(F)F)c7)cc6)cc5)cc4C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,todo
579,O=C(O)CCCC(=O)C(=O)CCCC(=O)OCCCCCCOC(=O)CCCC(=O)OCCCCCCOOCCCCCCO,OCCCCCCO.O=C(O)CCCC(=O)O,0fbe1b55be69a526a257712b7576b0ec,1.10786,6.283399999999999,0.136595652173913,63.078113000000016,1.371263326086957,0.7436829999999983,0.0161670217391304,0.6194679999999995,0.0134666956521739,0.124215,19.3365,0.4203586956521739,136211.6,5.261093,23.09,384417.0,44.39,0.965,,,,0.497815,,,,0.848885,,,,,,,,,,,,,0.989788,,,,660.3720918519999,46,0,,O=C(O)CCCC(=O)C(=O)CCCC(=O)OCCCCCCOC(=O)CCCC(=O)OCCCCCCOOCCCCCCO,todo
580,Cc1cc([C@](C)(CCC#N)c2ccc(OOc3ccc([C@](C)(CCC#N)c4ccc(OC(=O)Oc5ccc([C@](C)(CCC#N)c6ccc(OC(=O)C(=O)Cl)c(C)c6)cc5C)c(C)c4)cc3C)c(C)c2)ccc1O,O=C(Cl)Cl.Cc1cc(C(C)(CCC#N)c2ccc(O)c(C)c2)ccc1O,22eff409d0d7b4037050c3d353c4239f,1.130662,7.740799999999995,0.1060383561643835,72.034258,0.9867706575342464,0.8459219999999982,0.0115879726027397,0.6926219999999981,0.0094879726027397,0.153301,23.7847,0.3258178082191781,118941.5,5.112829,15.51,44467.0,3.449999999999997,0.0472602739726027,,,,0.431438,1.017658,,1.114601,0.669206,,,1.873021,2.220233,1.327862,,,,1.822587,1.405871,,,0.966475,,,,999.386158116,73,0,,Cc1cc([C@](C)(CCC#N)c2ccc(OOc3ccc([C@](C)(CCC#N)c4ccc(OC(=O)Oc5ccc([C@](C)(CCC#N)c6ccc(OC(=O)C(=O)Cl)c(C)c6)cc5C)c(C)c4)cc3C)c(C)c2)ccc1O,todo
581,O=C(Oc1ccc(Cc2ccc(OOc3ccc(Cc4ccc(O)cc4)cc3)cc2)cc1)Oc1ccc(Cc2ccc(OC(=O)C(=O)Cl)cc2)cc1,O=C(Cl)Cl.Oc1ccc(Cc2ccc(O)cc2)cc1,d700849e361a12778acfc9cbb51b9057,1.26758,7.065799999999998,0.1358807692307692,68.489529,1.317106326923077,0.533606999999996,0.010261673076923,0.456287,0.00877475,0.077319,20.5817,0.3958019230769231,123677.1,5.006742,17.59,224007.0,19.7,0.3788461538461538,,,,0.62026,1.332162,,,0.900869,,,1.317264,,1.529547,,,,,,,,1.264469,,,,714.165660252,52,0,,O=C(Oc1ccc(Cc2ccc(OOc3ccc(Cc4ccc(O)cc4)cc3)cc2)cc1)Oc1ccc(Cc2ccc(OC(=O)C(=O)Cl)cc2)cc1,todo
